uri	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	album_popularity	release_date	total_tracks	album_uri	artist_uri	artist_popularity
spotify:track:0nLiqZ6A27jJri2VCalIUs	0.553	0.362	4	-11.218	0	0.0263	0.0458	0.00000601	0.075	0.158	142.352	388267	3	80	1991	12	spotify:album:2Kh43m04B1UkVcpcRa1Zug	spotify:artist:2ye2Wgw4gimLv2eAKyk1NB	84
spotify:track:0oxYB9GoOIDrdzniNdKC44	0.33	0.532	2	-11.764	1	0.0263	0.00101	0.709	0.101	0.218	93.512	285907	4	65	1993	10	spotify:album:53eHm1f3sFiSzWMaKOl98Z	spotify:artist:72X6FHxaShda0XeQw3vbeF	62
spotify:track:28qA8y1sz0FTuSapsCxNOG	0.514	0.779	10	-4.365	0	0.344	0.181	0	0.099	0.517	152.869	222497	4	86	2022	19	spotify:album:79ONNoS4M9tfIA1mYLBYVX	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0pQskrTITgmCMyr85tb9qq	0.486	0.449	5	-10.298	1	0.0267	0.166	0.00000223	0.54	0.549	100.456	254293	4	73	1972	11	spotify:album:48D1hRORqJq52qsnUYZX56	spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy	80
spotify:track:1QPreu0BNOrUfEb8HTd2qG	0.852	0.421	10	-9.153	0	0.208	0.428	0.00000228	0.106	0.457	95.977	202285	4	86	2022	19	spotify:album:79ONNoS4M9tfIA1mYLBYVX	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0pjqB2r8MZmoADC0Ca80B5	0.472	0.49	4	-7.974	1	0.0318	0.203	0.0283	0.158	0.408	79.698	275693	4	54	2010	19	spotify:album:3q1e0dxZARuaHxZkLzgErK	spotify:artist:7lOJ7WXyopaxri0dbOiZkd	52
spotify:track:2g6tReTlM2Akp41g0HaeXN	0.775	0.736	1	-8.072	0	0.247	0.319	0.00116	0.127	0.362	100.988	239027	4	86	2022	19	spotify:album:79ONNoS4M9tfIA1mYLBYVX	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0q6LuUqGLUiCPP1cbdwFs3	0.689	0.739	2	-5.81	1	0.026	0.0000151	0.509	0.064	0.578	120.423	233867	4	77	2010	16	spotify:album:2dIGnmEIy1WZIcZCFSj6i8	spotify:artist:3AA28KZvwAUcZuOKwyblJQ	82
spotify:track:0qDsmWe20HzPpFHEVMi7ym	0.199	0.291	11	-10.619	1	0.034	0.739	0.449	0.0994	0.202	128.761	166525	4	51	2017	13	spotify:album:4XUbE270OEh8WacgMyamyF	spotify:artist:2ueoLVCXQ948OfhVvAy3Nn	56
spotify:track:4fpEuKIzTLmMJnYwFU0oqr	0.51	0.16	4	-21.03	1	0.0395	0.986	0.017	0.113	0.383	170.063	239508	4	0	2015	11	spotify:album:0U8DeqqKDgIhIiWOdqiQXE	spotify:artist:4MXUO7sVCaFgFjoTI5ox5c	73
spotify:track:0rKtyWc8bvkriBthvHKY8d	0.515	0.479	3	-7.458	1	0.0261	0.544	0.00598	0.191	0.284	88.964	209274	4	81	2018	12	spotify:album:34GQP3dILpyCN018y2k61L	spotify:artist:3MZsBdqDrRTJihTHQrO6Dq	86
spotify:track:5i5fCpsnqDJ9AfeObgd0gW	0.415	0.878	1	-3.65	0	0.32	0.0564	0.00348	0.222	0.309	191.777	214987	4	49	2020	1	spotify:album:0YklB1LaVFTWaEub2I3tiW	spotify:artist:12Zk1DFhCbHY6v3xep2ZjI	82
spotify:track:40wUM3LFZOlUcZfxEIZrYK	0.716	0.485	1	-7.745	1	0.404	0.123	0.0000269	0.604	0.26	74.132	313787	4	73	2012	17	spotify:album:748dZDqSZy6aPXKcI9H80u	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0szSOfZVM3G5mWI1ogQjr7	0.507	0.737	7	-6.332	1	0.0624	0.15	0.159	0.122	0.441	128.015	262107	4	46	2017	11	spotify:album:3QOXA8bqsml8CslUdgHXrW	spotify:artist:2Jv5eshHtLycR6R8KQCdc4	58
spotify:track:7mEGddVRDdESAibWOnbXoA	0.53	0.592	9	-13.444	1	0.0309	0.189	0.00174	0.198	0.795	150.224	312240	4	69	1992	12	spotify:album:0aEL0zQ4XLuxQP0j7sLlS1	spotify:artist:7bu3H8JO7d0UbMoVzbo70s	77
spotify:track:4iYRa2btalAzPZoSYfROqF	0.568	0.619	1	-6.899	1	0.414	0.138	0.00000167	0.11	0.293	170.115	254200	4	86	2017	14	spotify:album:4eLPsYPBmXABThSJ821sqY	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0tutU5E5kMR3bY8sZllpoJ	0.47	0.474	5	-9.406	1	0.0262	0.0643	0	0.0645	0.241	170.173	247773	4	58	2008	16	spotify:album:78EcStHa23JPRmLNan5fST	spotify:artist:20JZFwl6HVl6yg8a4H3ZqK	80
spotify:track:6IZvVAP7VPPnsGX6bvgkqg	0.665	0.535	4	-7.056	0	0.0572	0.0786	0.0000168	0.154	0.37	138.842	275253	4	86	2017	14	spotify:album:4eLPsYPBmXABThSJ821sqY	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0vXf5zT0nkAvul9bG4CDAY	0.192	0.0553	8	-25.36	1	0.0591	0.958	0.865	0.0942	0.0441	136.463	357707	4	0	2004	13	spotify:album:6zbk08oFj6BoqQubXIf4Bn	spotify:artist:2uFUBdaVGtyMqckSeCl0Qj	81
spotify:track:7KXjTSCq5nL1LoYtL7XAwS	0.908	0.621	1	-6.638	0	0.102	0.000282	0.0000539	0.0958	0.421	150.011	177000	4	86	2017	14	spotify:album:4eLPsYPBmXABThSJ821sqY	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0wzRcekWyVCSyPtlPOeJau	0.246	0.991	9	-3.903	1	0.087	0.00944	0.0753	0.867	0.415	159.39	187147	4	69	2002	16	spotify:album:4w3NeXtywU398NYW4903rY	spotify:artist:4pejUc4iciQfgdX6OKulQn	71
spotify:track:6HZILIRieu8S0iqY8kIKhj	0.638	0.523	1	-6.664	1	0.357	0.00454	0	0.0842	0.422	139.913	185947	4	86	2017	14	spotify:album:4eLPsYPBmXABThSJ821sqY	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0xtIp0lgccN85GfGOekS5L	0.373	0.609	0	-7	1	0.0316	0.108	0.000427	0.0755	0.354	179.955	270680	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:6PGoSes0D9eUDeeAafB2As	0.8	0.585	10	-7.343	1	0.0924	0.264	0	0.153	0.779	126.058	213400	4	86	2017	14	spotify:album:4eLPsYPBmXABThSJ821sqY	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:0y1QJc3SJVPKJ1OvFmFqe6	0.489	0.505	10	-8.022	0	0.117	0.579	0.000333	0.104	0.337	163.255	213707	4	75	2016	10	spotify:album:4he4SQup02hEIQdwhZlZlk	spotify:artist:7jdFEYD2LTYjfwxOdlVjmc	71
spotify:track:5VWC7v2dC2K0SIIjT9WTLN	0.381	0.358	0	-12.423	1	0.0365	0.524	0.169	0.0747	0.036	133.271	451681	4	71	1975	5	spotify:album:0bCAjiUamIFqKJsekOYuRw	spotify:artist:0k17h0D3J5VfsdmQ1iZtE9	82
spotify:track:0z1o5L7HJx562xZSATcIpY	0.293	0.276	4	-11.357	0	0.0349	0.224	0.122	0.167	0.195	121.603	267187	4	79	1997	12	spotify:album:6dVIqQ8qmQ5GBnJ9shOYGE	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:21j1PsCiTaO8ZW88UZrh3A	0.288	0.485	7	-13.162	0	0.0491	0.576	0.9	0.322	0.124	135.87	747325	3	71	1975	5	spotify:album:0bCAjiUamIFqKJsekOYuRw	spotify:artist:0k17h0D3J5VfsdmQ1iZtE9	82
spotify:track:10nyNJ6zNy2YVYLrcwLccB	0.255	0.393	5	-10.654	1	0.0278	0.0577	0.00361	0.113	0.118	76.426	229120	4	79	1997	12	spotify:album:6dVIqQ8qmQ5GBnJ9shOYGE	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:6pnwfWyaWjQiHCKTiZLItr	0.264	0.294	7	-11.941	0	0.028	0.772	0.686	0.107	0.0402	137.937	811077	3	71	1975	5	spotify:album:0bCAjiUamIFqKJsekOYuRw	spotify:artist:0k17h0D3J5VfsdmQ1iZtE9	82
spotify:track:3bRcSxW2FnSSwrzoYT1knV	0.599	0.164	0	-23.035	1	0.0475	0.888	0.000612	0.121	0.317	125.388	280493	4	0	1975	11	spotify:album:0bRlXo4f7P0gF30G3RACTN	spotify:artist:5c9uFWpZY2MTlk7Rft0tgp	47
spotify:track:11LmqTE2naFULdEP94AUBa	0.256	0.641	1	-10.283	1	0.0552	0.199	0.0329	0.0853	0.382	203.006	281160	4	74	1993	43	spotify:album:6ohX7moZZnF1FwYrli1OJ6	spotify:artist:6olE6TJLqED3rqDCT0FyPh	83
spotify:track:1IFcut13RX9SduibZiDc1B	0.581	0.466	5	-9.116	0	0.0357	0.0394	0.567	0.0794	0.275	122.036	250040	4	47	2018	10	spotify:album:0e2wc6hSRQAz4miIT8oANo	spotify:artist:4ryUQQjxKmNpnOgXe5jFmH	42
spotify:track:11VwZwNF29HrqwalYUMitb	0.637	0.107	5	-18.759	1	0.0349	0.911	0.00146	0.103	0.296	82.879	339533	4	61	1969	10	spotify:album:2HOf3Nb44Us8U9oEtKLSrX	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:3iVcZ5G6tvkXZkZKlMpIUs	0.796	0.766	7	-5.974	1	0.238	0.0742	0	0.0827	0.558	110.034	219333	4	79	2015	16	spotify:album:7ycBtnsMtyVbbwTfJwRjSP	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:7iN1s7xHE4ifF5povM6A48	0.443	0.403	0	-8.339	1	0.0322	0.631	0	0.111	0.41	143.462	243027	4	73	1970	12	spotify:album:0jTGHV5xqHPvEcwL8f6YU5	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:11x1BI4T2OBW0LMEUUyXNI	0.237	0.0943	0	-23.572	0	0.0374	0.966	0.924	0.107	0.0567	115.313	447393	3	0	2018	21	spotify:album:5OZHQ7KG8k04IOkF50fACO	spotify:artist:3Ww8GMbCDMAGwJJ2hd7z7z	60
spotify:track:3GCdLUSnKSMJhs4Tj6CV3s	0.698	0.633	8	-4.946	1	0.0597	0.0605	0.000194	0.0926	0.552	96.924	232187	4	80	2018	14	spotify:album:3pLdWdkj83EYfDN6H2N8MR	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:14blxrgE0VWAgv5aF2wWmx	0.439	0.808	1	-6.881	1	0.346	0.00305	0	0.439	0.487	82.962	207000	4	21	2007	13	spotify:album:5fPglEDz9YEwRgbLRvhCZy	spotify:artist:5K4W6rqBFWDnAN6FQUkS6x	92
spotify:track:14xj58ZexBaEaHARb11Cqs	0.213	0.4	11	-9.813	0	0.0324	0.053	0.612	0.111	0.195	133.369	258813	4	79	1997	12	spotify:album:6dVIqQ8qmQ5GBnJ9shOYGE	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:1eLSF6HfrRA0AsNmTkUlKx	0.566	0.724	1	-4.574	1	0.323	0.00102	0	0.158	0.407	81.774	225267	4	80	2018	14	spotify:album:3pLdWdkj83EYfDN6H2N8MR	spotify:artist:28ExwzUQsvgJooOI0X1mr3	74
spotify:track:15UGqlx4YUgIIXF6NaMQXZ	0.263	0.803	5	-8.389	0	0.0507	0.269	0.535	0.0995	0.431	149.16	332005	4	0	2014	4	spotify:album:4k9pDQEKdlgp6zyRCuBBR6	spotify:artist:11iuJcoaqtToPVCJ3DeBev	37
spotify:track:7bUcBztfGqO7cSI2gMZeCI	0.706	0.775	1	-6.819	1	0.335	0.152	0.0000332	0.416	0.847	127.929	180893	4	80	2018	14	spotify:album:3pLdWdkj83EYfDN6H2N8MR	spotify:artist:68kEuyFKyqrdQQLLsmiatm	70
spotify:track:15ea10YpJIl3mJq75yzqsD	0.461	0.833	11	-6.082	0	0.0481	0.105	0.00419	0.0741	0.808	165.635	248893	4	0	2007	10	spotify:album:7eyQXxuf2nGj9d2367Gi5f	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:4LmAnpjlhWTahvRkYR8xJa	0.768	0.471	2	-8.406	1	0.259	0.0201	0	0.268	0.405	131.023	267427	4	80	2018	14	spotify:album:3pLdWdkj83EYfDN6H2N8MR	spotify:artist:5IcR3N7QB1j6KBL8eImZ8m	75
spotify:track:15hJmqqEtASVXl6sM7i4UF	0.615	0.6	10	-5.62	1	0.27	0.107	0.00000161	0.283	0.0661	130.027	270671	4	80	2021	16	spotify:album:3r46DPIQeBQbjvjjV5mXGg	spotify:artist:5SXuuuRpukkTvsLuUknva1	81
spotify:track:5jyyPsIGM2yqkZN9R3TmvN	0.727	0.72	11	-5.856	0	0.0488	0.0626	0.00000121	0.176	0.589	140.08	238893	4	80	2018	14	spotify:album:3pLdWdkj83EYfDN6H2N8MR	spotify:artist:6LuN9FCkKOj5PcnpouEgny	87
spotify:track:16CsL4rZzbx3MttvLucFs8	0.248	0.275	5	-19.454	0	0.0429	0.707	0.835	0.125	0.202	108.629	185572	3	0	2017	8	spotify:album:2eOMttZbB9lBc9LLMj56xj	spotify:artist:4svpOyfmQKuWpHLjgy4cdK	46
spotify:track:4FuOHRPC3ZIQ7VQd7KMbds	0.53	0.772	0	-7.292	1	0.0388	0.00439	0.875	0.0429	0.744	163.964	353972	4	59	2020	30	spotify:album:5jTYZA6b4VoSRnR5TMldgb	spotify:artist:0ZMWrgLff357yxLyEU77a1	55
spotify:track:6lPEVX2GfpV9AuV4FDMrwY	0.0978	0.22	2	-18.126	1	0.0438	0.931	0.833	0.113	0.0298	59.429	430929	4	34	2017	15	spotify:album:0qSdHcPUXHCabOeI4etp9X	spotify:artist:7maqsg42XWKV2TOwesH5YF	44
spotify:track:1CBQ8XGwcu7BcsT8iByvwE	0.508	0.647	11	-6.278	0	0.0387	0.000252	0.00346	0.0983	0.166	123.922	295533	4	54	2010	19	spotify:album:3q1e0dxZARuaHxZkLzgErK	spotify:artist:1rCIEwPp5OnXW0ornlSsRl	63
spotify:track:32bZRcF2imSuRHdpodPEbQ	0.625	0.537	6	-6.251	1	0.0345	0.588	0.00118	0.107	0.775	83.022	159227	4	63	2022	11	spotify:album:0r0l3PRmsPwylAZQM16e7a	spotify:artist:1ikg4sypcURm8Vy5GP68xb	59
spotify:track:1D3YGmST01Ba0WRiT7THPG	0.516	0.78	8	-4.004	0	0.0364	0.00136	0.000715	0.11	0.899	116.794	235587	4	63	2013	10	spotify:album:5T5NM01392dvvd4EhGrCnj	spotify:artist:4pejUc4iciQfgdX6OKulQn	71
spotify:track:25Syi9wnfn6ZGAmiOBypPq	0.651	0.546	1	-9.021	1	0.0357	0.774	0.0437	0.0842	0.623	107.021	229760	4	69	2018	13	spotify:album:5rcJ5xCMYYLCgGilFDKRZl	spotify:artist:1r1uxoy19fzMxunt3ONAkG	81
spotify:track:1DfRCC2qpjjzc6l5DmTjkG	0.418	0.547	1	-4.932	1	0.0295	0.211	0.0443	0.188	0.13	131.983	230720	4	44	2014	11	spotify:album:571wQuGuOOLTbbyYoujGra	spotify:artist:2ueoLVCXQ948OfhVvAy3Nn	56
spotify:track:7jbLjvNlKbfCRUoFWKo5TR	0.213	0.303	9	-13.698	1	0.0398	0.967	0.864	0.0611	0.0388	116.968	442293	5	43	2000	8	spotify:album:298tKa2DPLT9GNmY8vsvLj	spotify:artist:0bRpSBtMd3stO4J6TWclMb	39
spotify:track:1DkQMumDKBy6wj8QyaVGbx	0.489	0.443	2	-12.499	1	0.0276	0.021	0.00353	0.333	0.467	130.854	322560	4	44	1978	9	spotify:album:2dhJF5kTBNBjyzM1y3nISh	spotify:artist:2FcC4sDMXme2ziI7tGKMK8	56
spotify:track:7CoMBpPTwQi2wPT0U0Nr9b	0.509	0.31	9	-10.623	1	0.0313	0.959	0.229	0.0963	0.151	137.474	208653	3	69	2018	10	spotify:album:0tWckYjFI6ioZptLr42J3p	spotify:artist:0rZp7G3gIH6WkyeXbrZnGi	74
spotify:track:1Dp7ASSZVVOPJ85VdLpjOX	0.477	0.873	1	-4.946	1	0.0355	0.00471	0.00589	0.0813	0.611	161.948	302360	4	60	2021	3	spotify:album:4RS1iWb2MC9o21z3t8zxl4	spotify:artist:6zlR5ttMfMNmwf2lecU9Cc	71
spotify:track:6NmPA1sBTk3zYOujgUxhf8	0.606	0.439	11	-8.523	0	0.0493	0.00258	0.814	0.12	0.432	77.008	128000	4	46	2017	10	spotify:album:7aqeGazGxWGxzPHLfvvByi	spotify:artist:31tVXduq7FmEznjanEBQJA	49
spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz	0.531	0.909	11	-4.236	1	0.034	0.0175	0	0.231	0.814	97.546	178000	4	77	1994	15	spotify:album:4uG8q3GPuWHQlRbswMIRS6	spotify:artist:7oPftvlwr6VrsViSDV7fJY	81
spotify:track:3G69vJMWsX6ZohTykad2AU	0.392	0.534	0	-8.793	1	0.0369	0.245	0.00104	0.155	0.325	181.305	276187	4	70	1991	26	spotify:album:0ta5VdkJcpdVnNrn7g4cZe	spotify:artist:51Blml2LZPmy7TTiAg47vQ	80
spotify:track:1FWsomP9StpCcXNWmJk8Cl	0.454	0.4	3	-10.261	1	0.0265	0.139	0.846	0.137	0.327	93.719	320030	4	81	2017	10	spotify:album:2mxFsS5yylSTHNivV53HoA	spotify:artist:1QAJqy2dA3ihHBFIHRphZj	83
spotify:track:21Ay8Y9Pr91nSauPGtK6MW	0.424	0.884	0	-6.286	1	0.0365	0.00326	0.0499	0.0903	0.852	157.813	234693	4	67	2001	11	spotify:album:2k8KgmDp9oHrmu0MIj4XDE	spotify:artist:0epOFNiUfyON9EYx7Tpr6V	78
spotify:track:1FXl2X2XbOT74taZiqMCTJ	0.575	0.334	7	-16.494	1	0.0391	0.924	0.913	0.123	0.761	75.015	83200	4	45	2020	24	spotify:album:5BxS6n0U8Gr3Er0sFxgtAY	spotify:artist:0ivzzS75Oz2PpALXBv76Ay	38
spotify:track:1FsfU72Q4tq1AfBpdZ43G4	0.364	0.177	1	-13.918	1	0.0289	0.732	0.571	0.0998	0.0343	72.526	555827	4	0	2003	10	spotify:album:67KF3j5sJPiP10rUMdG7WW	spotify:artist:4jSYHcSo85heWskYvAULio	46
spotify:track:2pAD0PKMUMtxlMvz33tYzB	0.664	0.679	5	-8.293	1	0.03	0.149	0.0000484	0.347	0.804	96.002	150651	4	71	2001	11	spotify:album:2yNaksHgeMQM9Quse463b5	spotify:artist:0epOFNiUfyON9EYx7Tpr6V	78
spotify:track:1GnFQL9XnxrXFloKm1yjuW	0.282	0.372	5	-9.77	1	0.0315	0.651	0.409	0.0755	0.0551	105.271	345887	3	64	2016	11	spotify:album:2ix8vWvvSp2Yo7rKMiWpkg	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:7jP2937OACDPrN53DzO0Ye	0.538	0.581	5	-7.816	1	0.0235	0.204	0.0000526	0.13	0.269	108.108	240627	4	54	2007	14	spotify:album:0uR1cnrej7aGnRIptQxVaR	spotify:artist:3bUwxJgNakzYKkqAVgZLlh	62
spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL	0.614	0.379	4	-10.48	1	0.0476	0.607	0.000464	0.0986	0.201	107.989	258987	4	82	2014	16	spotify:album:1xn54DMo2qIqBuMqHtUsFd	spotify:artist:6eUKZXaKkcviH0Ku9w2n3V	92
spotify:track:5ruzrDWcT0vuJIOMW7gMnW	0.593	0.749	5	-5.67	1	0.0475	0.0113	0.106	0.314	0.649	164.959	309053	4	75	2020	9	spotify:album:2xkZV2Hl1Omi8rk2D7t5lN	spotify:artist:0epOFNiUfyON9EYx7Tpr6V	78
spotify:track:1HyImWEaQ6ApypgRa7oBMX	0.444	0.653	0	-9.694	1	0.0339	0.582	0.55	0.155	0.49	97.25	283004	4	2	2015	12	spotify:album:3g5x7FHBksAsL5syfukMwI	spotify:artist:5zb7wVUx1vTXLB6HX26EnX	46
spotify:track:5rfT032kGmLvbxZzfHlu5D	0.271	0.714	7	-5.124	1	0.0329	0.392	0	0.115	0.239	94.158	202347	3	65	1998	11	spotify:album:0vVekV45lOaVKs6RZQQNob	spotify:artist:2ooIqOf4X2uz4mMptXCtie	60
spotify:track:5CU1bbfY1wUPm7fU255Dhf	0.407	0.519	5	-6.47	1	0.0336	0.11	0.889	0.409	0.342	94.001	120427	4	65	1998	11	spotify:album:0vVekV45lOaVKs6RZQQNob	spotify:artist:2ooIqOf4X2uz4mMptXCtie	60
spotify:track:1K2RnVhm3eauKnA8PAcPu1	0.633	0.55	9	-9.965	1	0.0924	0.649	0.000363	0.147	0.333	147.099	262248	4	63	2021	9	spotify:album:4SRt3uGUROnTFCw41dzHIh	spotify:artist:4yvcSjfu4PC0CYQyLy4wSq	80
spotify:track:7d0XkI4iJ32nxeFAHFXbLQ	0.521	0.22	9	-10.202	1	0.0314	0.647	0.00814	0.179	0.135	104.03	210507	4	52	2017	11	spotify:album:0xtTojp4zfartyGtbFKN3v	spotify:artist:4EVpmkEwrLYEg6jIsiPMIb	67
spotify:track:1LzNfuep1bnAUR9skqdHCK	0.42	0.33	9	-13.925	1	0.0275	0.245	0.000679	0.0677	0.175	157.143	295600	3	72	1993	10	spotify:album:5K18gTgac0q6Jma5HkV1vA	spotify:artist:37w38cCSGgKLdayTRjna4W	68
spotify:track:40jxatV29fk82SAziDsPqN	0.594	0.762	9	-7.951	0	0.0899	0.426	0	0.085	0.588	139.932	277813	4	63	2016	19	spotify:album:5bCk3kWAy2JbbTfHqzZCII	spotify:artist:0fA0VVWsXO9YnASrzqfmYu	83
spotify:track:5frmIBzZKMjU2PlWJJ8Ir3	0.712	0.87	3	-7.1	1	0.0553	0.659	0.0000755	0.161	0.873	104.039	322701	4	48	2004	9	spotify:album:7qYDD5oxBq3ikNV9cgbyjo	spotify:artist:7eYwycsUoAQLxKF1MNEvVa	43
spotify:track:1QQqHS80CpR8tA2lR8O65y	0.717	0.772	7	-5.852	1	0.0522	0.346	0.00000105	0.134	0.792	106.077	187942	4	55	2010	9	spotify:album:43Fh1hMumKDCcax2JOWEmR	spotify:artist:0XL6ie7a0NY5FM05b9Rn5L	59
spotify:track:22v9ZVkWWAYjderL7ZWuuH	0.569	0.572	6	-11.363	1	0.0265	0.64	0.56	0.0921	0.658	110.031	234000	4	50	2012	9	spotify:album:10BngwMbchdQ5W3LN4tFuk	spotify:artist:6MmQrV24zUeieNf027zkh3	50
spotify:track:1QkqxOr2vDMXWvkSdpkxPu	0.682	0.379	0	-9.3	1	0.0338	0.0675	0.715	0.126	0.159	120.002	132658	4	0	2018	21	spotify:album:5OZHQ7KG8k04IOkF50fACO	spotify:artist:3Ww8GMbCDMAGwJJ2hd7z7z	60
spotify:track:35E2eKIEXXnP5q9L51iOAk	0.568	0.829	7	-7.066	1	0.0303	0.218	0.00418	0.0976	0.79	124.201	348293	4	55	1984	17	spotify:album:3V4j1tMdQqpq8nwW02UOiW	spotify:artist:0fgYKF9Avljex0L9Wt5b8Z	59
spotify:track:1R28m5eWk1EV9FQ3puWrUp	0.423	0.965	2	-2.011	1	0.166	0.0105	0.0000101	0.234	0.719	90.564	197133	4	66	2003	13	spotify:album:1mrhahrlJu5JfzgeV6Cy8t	spotify:artist:77AKJs9SJqxHXbPgtJPKRa	59
spotify:track:5chFfvzdWd33uwpy4UzmAj	0.432	0.642	1	-7.069	0	0.0342	0.177	0.0277	0.0936	0.422	165.534	265347	4	56	2010	26	spotify:album:10UBEkRjqtl0iT2BRAwcto	spotify:artist:4pejUc4iciQfgdX6OKulQn	71
spotify:track:1RibyFUnnp1waJUgRZM6Bm	0.517	0.949	9	-6.354	0	0.0366	0.526	0.828	0.109	0.445	97.987	353232	4	0	2018	21	spotify:album:5OZHQ7KG8k04IOkF50fACO	spotify:artist:3Ww8GMbCDMAGwJJ2hd7z7z	60
spotify:track:780zqvhD7SvK0sMGheplPf	0.725	0.511	5	-9.143	1	0.0326	0.232	0.00279	0.233	0.472	110.009	308964	4	42	2012	13	spotify:album:7DBbDXQbei6e4X6EdXOyz2	spotify:artist:3JtetEsoytPoOIPGvqUvSR	39
spotify:track:1UYj8qTWjneZJDVjUMwMub	0.547	0.827	7	-6.036	1	0.0468	0.000296	0.101	0.0858	0.451	119.089	255413	4	83	2015	13	spotify:album:79dL7FLiJFOO0EoehUHQBv	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:1UuaWKypSkIHxFZD03zw4m	0.241	0.295	4	-8.57	1	0.0318	0.223	0.0319	0.11	0.0398	114.347	326533	5	79	1997	12	spotify:album:6dVIqQ8qmQ5GBnJ9shOYGE	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:1fDsrQ23eTAVFElUMaf38X	0.531	0.481	4	-11.709	0	0.06	0.699	0	0.0842	0.491	138.45	516893	4	70	1971	10	spotify:album:10jsW2NYd9blCrDITMh2zS	spotify:artist:1gRNBaI4yn6wCCTvRhGWh8	65
spotify:track:1WpzIV4chlExwghx3yQu57	0.506	0.633	10	-7.245	1	0.0321	0.436	0.586	0.0762	0.358	133.415	246643	3	0	2019	12	spotify:album:3uqDi2osUi7ASUu2uGIeys	spotify:artist:6pmxr66tMAePxzOLfjGNcX	60
spotify:track:5SOA0gaKMMp9cgwn3nuwk7	0.367	0.202	0	-11.342	1	0.0313	0.668	0.145	0.109	0.0362	121.865	222354	4	53	2020	1	spotify:album:7mCzA6gqtv4ZtfInpJXm52	spotify:artist:63MQldklfxkjYDoUE4Tppz	73
spotify:track:7cs7MLtAWvsdf3w5kBvfK2	0.508	0.33	4	-14.071	1	0.0265	0.259	0.154	0.114	0.101	96.818	286293	4	67	2012	4	spotify:album:12UGkXT4z3ajgq6xheCGDk	spotify:artist:1QAJqy2dA3ihHBFIHRphZj	83
spotify:track:1XuccRABkfUVB4FjSVhjL1	0.318	0.303	11	-15.572	0	0.0302	0.664	0.000223	0.113	0.226	174.254	197275	4	52	1967	11	spotify:album:2amHBpP8C0EUy6yBNy6nN6	spotify:artist:3Q6OOkfssqoMSTtl11J5Uk	53
spotify:track:4pt5fDVTg5GhEvEtlz9dKk	0.75	0.608	1	-4.008	1	0.0387	0.00165	0	0.178	0.958	132.507	173347	4	79	2021	8	spotify:album:7KF1Ain9mYYlg5M46g0i4A	spotify:artist:0lAWpj5szCSwM4rUMHYmrr	85
spotify:track:1ZKSWtwZDRT1SWZSE0wrqH	0.714	0.614	7	-9.823	0	0.0385	0.72	0.281	0.093	0.352	118.993	320525	4	19	2021	10	spotify:album:2SPVz3b57WsROQsPBeBQwq	spotify:artist:39ZEMGRv3pIYTYKEhr4Abu	47
spotify:track:1ZMiCix7XSAbfAJlEZWMCp	0.567	0.267	4	-6.502	1	0.0299	0.839	0.00000146	0.089	0.0592	110.011	240133	4	89	2019	12	spotify:album:7xV2TzoaVc0ycW7fwBwAml	spotify:artist:6KImCVD70vtIoJWnq6nGn3	91
spotify:track:4LGF2tDg3878bs0mQPByZ4	0.436	0.4	7	-11.485	1	0.0272	0.904	0.00105	0.125	0.351	100.734	164500	4	68	2007	16	spotify:album:13xlpKbai3GGoMSr75lOeX	spotify:artist:0mXTJETA4XUa12MmmXxZJh	64
